web-scraper-order,description_raw,location_raw,price_raw,price,mileage_raw,mileage,fuel_type_raw,fuel_type_Diesel,bfs_name,bfs_number,lat,lon
1733476176-1315,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,"ROUTE DU NANT-D'AVRIL 34, 1214 VERNIER",CHF 62'900.–,62900,34'000 km,34000,Diesel,1,St. Gallen,17,47.27289962768555,9.110121726989746
1733476184-1317,VW T6 CALIFORNIA 2.0 TDI OCEAN BLUE,"GOTTHARDSTRASSE 18, 6414 OBERARTH",CHF 52'900.–,52900,105'000 km,105000,Diesel,1,Schwyz,05,47.19743347167969,8.813333511352539
1733476198-1321,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,1007 LAUSANNE,CHF 66'000.–,66000,50'000 km,50000,Diesel,1,Graubünden,18,46.673065185546875,8.751343727111816
1733476201-1322,MERCEDES-BENZ SPRINTER 316 CDI,4466 ORMALINGEN,CHF 24'900.–,24900,214'300 km,214300,Diesel,1,Zürich,01,47.45597457885742,8.637772560119629
1733476204-1323,FIAT DUCATO ARCA P740,6535 ROVEREDO,CHF 56'500.–,56500,49'000 km,49000,Diesel,1,Genève,25,46.18833541870117,6.047383785247803
1733476206-1324,RENAULT TRAFIC L2H1,8802 KILCHBERG,CHF 16'800.–,16800,235'000 km,235000,Diesel,1,Zürich,01,47.50355529785156,8.72974967956543
1733476211-1325,VW T6 CALIFORNIA 2.0 TDI OCEAN EDITION,6012 OBERNAU,CHF 57'800.–,57800,66'000 km,66000,Diesel,1,Bern,02,47.134578704833984,7.60539436340332
1733476214-1326,VW T5 CALIFORNIA 2.0 BI-TDI COMFORTLINE TRAVEL 4MOTION,3012 BERN,CHF 55'800.–,55800,98'800 km,98800,Diesel,1,Graubünden,18,46.798423767089844,10.29100227355957
1733476216-1327,OPEL MOVANO L2H2,3084 WABERN,CHF 32'000.–,32000,176'000 km,176000,Diesel,1,Zürich,01,47.45597457885742,8.637772560119629
1733476223-1328,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY 4MOTION,"BENKNERSTRASSE 20, 8730 UZNACH",CHF 69'900.–,69900,25'400 km,25400,Diesel,1,Bern,02,46.68606948852539,7.893071174621582
1733476226-1329,FORD TRANSIT C NUGGET 340 L2 2.0 TDCI 150 PLUS AUFSTELLDACH,"DORFSTRASSE 46, 8912 OBFELDEN",CHF 64'900.–,64900,19'000 km,19000,Diesel,1,Bern,02,47.17515563964844,7.4493303298950195
1733476229-1330,MERCEDES-BENZ MARCO POLO 300 D 4M AUTOMAT,"RTE DU SIMPLON 1, 1845 NOVILLE",CHF 78'500.–,78500,13'500 km,13500,Diesel,1,Vaud,22,46.25046920776367,7.024350166320801
1733476261-1341,FIAT RIMOR,1958 ST-LÉONARD,CHF 33'000.–,33000,70'000 km,70000,Diesel,1,Basel-Landschaft,13,47.39677810668945,7.692032814025879
1733476263-1342,VW GRAND CALIFORNIA 600 2.0 BI-TDI,8910 AFFOLTERN AM ALBIS,CHF 59'000.–,59000,66'000 km,66000,Diesel,1,Fribourg,10,46.932579040527344,7.119632720947266
1733476266-1343,CARTHAGO CHIC C-LINE T4.9 / 3.5T ODER 4.5T,3303 JEGENSTORF,CHF 104'900.–,104900,38'000 km,38000,Diesel,1,Valais,23,46.239219665527344,6.991762638092041
1733476270-1344,MERCEDES-BENZ SPRINTER WOHNMOBIL / CAMPERVAN,8604 VOLKETSWIL,CHF 50'900.–,50900,99'900 km,99900,Diesel,1,Fribourg,10,46.536598205566406,6.896896839141846
1733476273-1345,MITSUBISHI L 300,3992 BETTMERALP,CHF 23'000.–,23000,226'000 km,226000,Benzin,0,Schwyz,05,47.19595718383789,8.717085838317871
1733476275-1346,VW T6 CALIFORNIA 2.0 TDI BEACH 4MOTION,8308 ILLNAU,CHF 59'500.–,59500,97'000 km,97000,Diesel,1,St. Gallen,17,47.26345443725586,8.966582298278809
1733476279-1347,VW T6.1 OFFROAD CALIFORNIA BEACH 180 PS 4MOTION DSG DIFFSPERREN,6022 GROSSWANGEN,CHF 106'500.–,106500,22'500 km,22500,Diesel,1,Aargau,19,47.42020797729492,8.305760383605957
1733476289-1348,VW T6 CALIFORNIA 2.0 BI-TDI BEACH EDITION 4MOTION,"GONTENSTRASSE 1, 9050 APPENZELL",CHF 58'900.–,58900,82'000 km,82000,Diesel,1,Vaud,22,46.62790298461914,6.5098347663879395
1733476292-1349,FORD TRANSIT C NUGGET 320 L1 2.0 TDCI 185 LIMITED AUFSTELLDACH,"DORFSTRASSE 46, 8912 OBFELDEN",CHF 66'500.–,66500,15'000 km,15000,Diesel,1,Zürich,01,47.317588806152344,8.586783409118652
1733476295-1350,VW T6.1 CALIFORNIA 2.0 BI-TDI BEACH,"WILERSTRASSE 106, 8370 SIRNACH",CHF 58'900.–,58900,66'000 km,66000,Diesel,1,Basel-Stadt,12,47.54212188720703,7.589999198913574
1733476302-1352,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY 4MOTION,"GIESSENSTRASSE 4, 8600 DÜBENDORF",CHF 79'990.–,79990,24'000 km,24000,Diesel,1,Vaud,22,46.552494049072266,6.573101043701172
1733476323-1358,VW MAN TGE CUSTOM MIT AUFSTELLDACH,3612 STEFFISBURG,CHF 94'800.–,94800,24'365 km,24365,Diesel,1,Genève,25,46.22023391723633,6.075229167938232
1733476333-1361,RENAULT DCI149 L2H1,3012 BERN,CHF 14'900.–,14900,120'000 km,120000,Diesel,1,Thurgau,20,47.64026641845703,9.195489883422852
1733476336-1362,FIAT DETHLEFFS ADVANTAGE T 6511,4102 BINNINGEN,CHF 44'999.–,44999,28'000 km,28000,Diesel,1,Zürich,01,47.447879791259766,8.460655212402344
1733476339-1363,VW T3,3098 SCHLIERN,CHF 16'000.–,16000,138'330 km,138330,Benzin,0,Zug,09,47.19585418701172,8.449189186096191
1733476342-1364,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN GREY 4MOTION,9496 BALZERS,CHF 74'800.–,74800,12'500 km,12500,Diesel,1,Zürich,01,47.27771759033203,8.451860427856445
1733476345-1365,CONCORDE CREDO EMOTION I 783 L,6162 FINSTERWALD,CHF 72'500.–,72500,90'000 km,90000,Diesel,1,Zürich,01,47.45597457885742,8.637772560119629
1733476349-1366,LAIKA ECOVIP 1 CLASSIC D,3018 BERN,CHF 54'900.–,54900,18'161 km,18161,Diesel,1,Bern,02,46.95975112915039,7.51816463470459
1733476352-1367,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION LIBERTY,6043 ADLIGENSWIL,CHF 52'000.–,52000,48'000 km,48000,Diesel,1,St. Gallen,17,47.40140151977539,9.639749526977539
1733476359-1368,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,"VIA S. GOTTARDO 71, 6500 BELLINZONA",CHF 66'900.–,66900,23'000 km,23000,Diesel,1,Bern,02,46.941749572753906,7.41060209274292
1733476362-1369,MERCEDES-BENZ 250 4M,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 57'777.–,57777,50'100 km,50100,Diesel,1,Aargau,19,47.285640716552734,7.9482502937316895
1733476398-1380,VW T6 CALIFORNIA 2.0 TDI OCEAN,1288 AIRE-LA-VILLE,CHF 47'500.–,47500,67'000 km,67000,Diesel,1,Fribourg,10,46.6788444519043,6.961752414703369
1733476400-1381,VW T6 CALIFORNIA 2.0 TDI OCEAN LIBERTY,8400 WINTERTHUR,CHF 37'000.–,37000,143'000 km,143000,Diesel,1,Zürich,01,47.51799392700195,8.762868881225586
1733476403-1382,VW T6.1 CALIFORNIA BEACH EDITION - 4MOTION -   2.0 TDI  * 2 SCHIEBETÜREN / 7 SITZE / AHK *,3425 KOPPIGEN,CHF 69'980.–,69980,60'080 km,60080,Diesel,1,Luzern,03,47.222015380859375,8.236207008361816
1733476406-1383,MAN TGX 18.360-WEATHERHEAVEN,7550 SCUOL,CHF 225'000.–,225000,295'000 km,295000,Diesel,1,Ticino,21,46.04587173461914,8.986250877380371
1733476410-1384,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,8309 NÜRENSDORF,CHF 78'500.–,78500,12'600 km,12600,Diesel,1,Thurgau,20,47.51556396484375,8.970215797424316
1733476413-1385,RENAULT T35 DCI125,3806 BÖNIGEN B. INTERLAKEN,CHF 22'900.–,22900,85'000 km,85000,Diesel,1,Zug,09,47.164215087890625,8.514854431152344
1733476416-1386,MORELO,3297 LEUZIGEN,CHF 179'900.–,179900,35'000 km,35000,Diesel,1,Bern,02,46.88990783691406,7.498713970184326
1733476419-1387,VW T6.1 CALIFORNIA 2.0 TDI BEACH EDITION SPIRIT,1880 BEX,CHF 64'500.–,64500,10'000 km,10000,Diesel,1,Schaffhausen,14,47.748477935791016,8.70586109161377
1733476429-1388,CHAUSSON TRIGANO FLASH 08 M06,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 29'777.–,29777,66'300 km,66300,Diesel,1,St. Gallen,17,47.20697784423828,9.264456748962402
1733476441-1392,KNAUS KED WEINSBERG IMPERIALE,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 33'777.–,33777,124'400 km,124400,Diesel,1,Zürich,01,47.28510284423828,8.562883377075195
1733476444-1393,KNAUS TABBERT,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 34'777.–,34777,117'500 km,117500,Diesel,1,Zürich,01,47.51616287231445,8.720686912536621
1733476447-1394,PEUGEOT BOXER 15Q 2.85HDI,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 17'777.–,17777,141'000 km,141000,Diesel,1,Zürich,01,47.40205383300781,8.60916805267334
1733476453-1396,BÜRSTNER A535,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 27'777.–,27777,123'600 km,123600,Diesel,1,Vaud,22,46.3934440612793,6.922110557556152
1733476456-1397,CHALLENGER TRIGANO FI1,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 27'777.–,27777,130'900 km,130900,Diesel,1,St. Gallen,17,47.315032958984375,9.082744598388672
1733476462-1399,CONCORDE CHARISMA 890M / CHASSIS MAN TGL,3280 MURTEN,CHF 159'900.–,159900,155'500 km,155500,Diesel,1,Zürich,01,47.327518463134766,8.63122844696045
1733476465-1400,FORD WESTFALIA MERIDIAN LIMITED ONE AUTARK,1869 MASSONGEX,CHF 63'000.–,63000,26'000 km,26000,Diesel,1,Zürich,01,47.41262435913086,8.53308391571045
1733476468-1401,SUN LIVING A-SERIES 70 DK,1618 CHÂTEL-ST-DENIS,CHF 59'500.–,59500,67'000 km,67000,Diesel,1,Luzern,03,47.092613220214844,8.345666885375977
1733476472-1402,SUN LIVING A75 DP,8832 WOLLERAU,CHF 69'700.–,69700,35'000 km,35000,Diesel,1,Luzern,03,47.044166564941406,8.08935260772705
1733476474-1403,VW T5 CALIFORNIA 2.0 TDI BEACH TRAVEL,8638 GOLDINGEN,CHF 44'800.–,44800,49'500 km,49500,Diesel,1,Vaud,22,46.34507751464844,6.1648359298706055
1733476478-1404,MERCEDES-BENZ MARCO POLO 250D BT,5443 NIEDERROHRDORF,CHF 54'321.–,54321,96'500 km,96500,Diesel,1,Bern,02,46.960086822509766,7.453735828399658
1733476482-1405,MERCEDES-BENZ MARCO POLO 300 D 4M A,1304 COSSONAY-VILLE,CHF 84'950.–,84950,31'000 km,31000,Diesel,1,Genève,25,46.21556854248047,6.10122013092041
1733476485-1406,MERCEDES-BENZ UNIMOG U4000,8700 KÜSNACHT,CHF 249'000.–,249000,66'200 km,66200,Diesel,1,Solothurn,11,47.48045349121094,7.511998653411865
1733476488-1407,VW T5 CALIFORNIA 2.0 BI-TDI COMFORTLINE,4053 BASEL,CHF 38'500.–,38500,155'000 km,155000,Diesel,1,Genève,25,46.18026351928711,6.134627819061279
1733476495-1408,FRANKIA A740 PLUS LUXURY,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 79'777.–,79777,64'000 km,64000,Diesel,1,Vaud,22,46.538021087646484,6.553039073944092
1733476507-1412,KNAUS TABBERT R15,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 33'777.–,33777,121'700 km,121700,Diesel,1,Zürich,01,47.53460693359375,8.576770782470703
1733476510-1413,HYMER C622 CL,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 32'777.–,32777,86'700 km,86700,Diesel,1,Zug,09,47.18622589111328,8.473489761352539
1733476513-1414,DETHLEFFS TREND T7057,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 65'777.–,65777,21'400 km,21400,Diesel,1,Genève,25,46.18026351928711,6.134627819061279
1733476516-1415,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN LIBERTY,"CHEMIN DELAY 23, 1214 VERNIER",CHF 56'900.–,56900,41'900 km,41900,Diesel,1,Bern,02,47.049537658691406,7.632155895233154
1733476522-1417,CHALLENGER TRIGANO F14,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 47'777.–,47777,55'100 km,55100,Diesel,1,Bern,02,47.13557815551758,7.248343467712402
1733476524-1418,MORELO HOME 79 LX,8280 KREUZLINGEN,CHF 145'000.–,145000,75'000 km,75000,Diesel,1,Ticino,21,45.995521545410156,8.861557006835938
1733476528-1419,MERCEDES-BENZ HYMER GRAND CANYON S 4X4 6 ZYLINDER,8105 REGENSDORF,CHF 105'000.–,105000,40'000 km,40000,Diesel,1,Bern,02,46.9247932434082,7.634343147277832
1733476531-1420,FIAT DUCATO HYMER 2.8 TDI -KLIMA - 500 KG NUTZLAST- MARKISE- 2 X DREHSTUHL- HUBBETT - 3 PERSONEN ZUL.- TOP GEPFLEGT-,6330 CHAM,CHF 14'900.–,14900,182'000 km,182000,Diesel,1,Luzern,03,47.16972351074219,7.987434387207031
1733476535-1421,FIAT DUCATO KARMANN DAVIS 590,8910 AFFOLTERN AM ALBIS,CHF 29'999.–,29999,85'500 km,85500,Diesel,1,Zürich,01,47.28704833984375,8.5720796585083
1733476538-1422,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY,8309 NÜRENSDORF,CHF 58'500.–,58500,44'500 km,44500,Diesel,1,Schwyz,05,47.109073638916016,8.765539169311523
1733476540-1423,VW T6 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,3066 STETTLEN,CHF 47'500.–,47500,42'000 km,42000,Diesel,1,Appenzell Ausserrhoden,15,47.38869857788086,9.386896133422852
1733476547-1425,VW T3,9443 WIDNAU,CHF 9'800.–,9800,297'724 km,297724,Benzin,0,Solothurn,11,47.48995590209961,7.505771160125732
1733476551-1426,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,3008 BERN,CHF 79'900.–,79900,34'415 km,34415,Diesel,1,Bern,02,47.060455322265625,7.268703460693359
1733476554-1427,FIAT WEINSBERG CARABUS 540,4800 ZOFINGEN,CHF 52'900.–,52900,24'000 km,24000,Diesel,1,Zürich,01,47.53460693359375,8.576770782470703
1733476563-1428,VW CALIFORNIA COAST,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 43'777.–,43777,119'100 km,119100,Diesel,1,Fribourg,10,46.85409164428711,7.191097736358643
1733476566-1429,SUN LIVING ADRIA SUN LIVING 60SPF,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 55'777.–,55777,31'200 km,31200,Diesel,1,Aargau,19,47.4139289855957,8.382182121276855
1733476569-1430,ROLLER TEAM TRIGANO CIC 5,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 29'777.–,29777,105'000 km,105000,Diesel,1,Aargau,19,47.4139289855957,8.382182121276855
1733476572-1431,BÜRSTNER T569,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 43'777.–,43777,40'000 km,40000,Diesel,1,Zürich,01,47.58271026611328,8.514924049377441
1733476575-1432,DETHLEFFS GLOBECAR FAMILIYSCOUT,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 31'777.–,31777,110'900 km,110900,Diesel,1,Valais,23,46.24650955200195,6.9674177169799805
1733476581-1434,EURA MOBIL TERRESTRA T 650,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 39'777.–,39777,120'500 km,120500,Diesel,1,Aargau,19,47.4139289855957,8.382182121276855
1733476587-1436,HYMER HC 322,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 29'777.–,29777,92'800 km,92800,Diesel,1,Valais,23,46.24650955200195,6.9674177169799805
1733476590-1437,GIOTTILINE IVECO J500,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 31'777.–,31777,89'600 km,89600,Diesel,1,Valais,23,46.18842697143555,7.313735485076904
1733476593-1438,ADRIA ADRIATIK,1686 GRANGETTES,CHF 29'500.–,29500,102'000 km,102000,Diesel,1,Genève,25,46.186920166015625,6.122140884399414
1733476596-1439,VW T2 CAMPER,8404 WINTERTHUR,CHF 49'000.–,49000,42'000 km,42000,Benzin,0,Vaud,22,46.68522262573242,6.810330390930176
1733476599-1440,VW T5 CALIFORNIA 2.0 BI-TDI BEACH,6294 ERMENSEE,CHF 27'500.–,27500,176'300 km,176300,Diesel,1,Valais,23,46.2725830078125,7.893075466156006
1733476602-1441,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN 4MOTION,6965 CADRO (LUGANO),CHF 54'000.–,54000,83'100 km,83100,Diesel,1,Schaffhausen,14,47.7542610168457,8.652010917663574
1733476608-1443,VW T6 CALIFORNIA 2.0 BI-TDI BEACH 4MOTION,9507 STETTFURT,CHF 58'500.–,58500,172'350 km,172350,Diesel,1,Aargau,19,47.463890075683594,8.345504760742188
1733476614-1445,IVECO DAILY 4X4 55S18W,3123 BELP,CHF 139'000.–,139000,178'457 km,178457,Diesel,1,Glarus,08,47.15252685546875,9.027087211608887
1733476616-1446,PEUGEOT 230L,8240 THAYNGEN,CHF 21'500.–,21500,161'830 km,161830,Diesel,1,Fribourg,10,46.84401321411133,7.195863246917725
1733476619-1447,VW AMAROK MIT BIEBER-TEC „SWISS EDITION“ ABSETZKABINE,9656 ALT ST. JOHANN,CHF 149'000.–,149000,23'000 km,23000,Diesel,1,Schwyz,05,47.16809844970703,8.727630615234375
1733476635-1450,VW CALIFORNIA OCEAN GREY TDI 4M,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 59'777.–,59777,78'500 km,78500,Diesel,1,St. Gallen,17,47.45075607299805,9.054778099060059
1733476639-1451,VW CALI. TDI OCE. ED. LIB. A,"SCHÜTZENSTRASSE 7, 8800 THALWIL",CHF 69'900.–,69900,10'800 km,10800,Diesel,1,Solothurn,11,47.341278076171875,7.859083652496338
1733476645-1452,VW T6.1 CALIFORNIA 3000 2.0 TDI 199 BEACH DSG,"SCHAFFHAUSERSTRASSE 150, 8400 WINTERTHUR",CHF 46'900.–,46900,103'000 km,103000,Diesel,1,St. Gallen,17,47.42788314819336,9.128613471984863
1733476652-1454,MERCEDES-BENZ MARCO POLO 300 D 4MATIC CH FAHRZEUG,"IM VORDERASP 3, 8154 OBERGLATT   ( KANTON ZH )",CHF 82'900.–,82900,28'000 km,28000,Diesel,1,Zürich,01,47.35764694213867,8.728433609008789
1733476655-1455,VW T6.1 CALIFORNIA 2.0 TDI BEACH,"RTE DU SIMPLON 1, 1845 NOVILLE",CHF 64'900.–,64900,22'600 km,22600,Diesel,1,Vaud,22,46.52252197265625,6.612057685852051
1733476658-1456,VW T6.1 CALIFORNIA 2.0 TDI BEACH LIBERTY 4MOTION,"FLOOZ, 9630 WATTWIL",CHF 54'900.–,54900,61'000 km,61000,Diesel,1,St. Gallen,17,47.23086929321289,8.957823753356934
1733476661-1457,WESTFALIA KEPLER SIX DSG,"INDUSTRIESTRASSE 8, 9535 WILEN BEI WIL",CHF 54'900.–,54900,21'500 km,21500,Diesel,1,Bern,02,46.8615608215332,7.565763473510742
1733476665-1458,LAND ROVER 130 PICK UP,8126 ZUMIKON,CHF 89'000.–,89000,52'000 km,52000,Diesel,1,Basel-Landschaft,13,47.42205810546875,7.7696051597595215
1733476668-1459,"VW T5 CALIFORNIA 2.0 TDI COMFORTLINE LAST ED., SOLAR, KÜCHE, ZUBEHÖR",8050 ZÜRICH,CHF 43'900.–,43900,87'900 km,87900,Diesel,1,Aargau,19,47.28278732299805,8.19693374633789
1733476674-1460,TOYOTA CROSSCAMP FLEX 2.0L 3.1T,6033 BUCHRAIN,CHF 59'000.–,59000,44'900 km,44900,Diesel,1,Bern,02,46.8615608215332,7.565763473510742
1733476678-1461,CARTHAGO LINER DE LUXE 68Q,6110 WOLHUSEN,CHF 89'000.–,89000,160'000 km,160000,Diesel,1,Aargau,19,47.31748962402344,8.253425598144531
1733476687-1464,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,1279 CHAVANNES DE BOGIS,CHF 77'900.–,77900,20'000 km,20000,Diesel,1,Aargau,19,47.59640884399414,8.22929859161377
1733476690-1465,VW T3 TYP 2,3014 BERN,CHF 20'700.–,20700,119'000 km,119000,Benzin,0,Fribourg,10,46.79187774658203,7.142698764801025
1733476694-1466,VW T6.1 CALIFORNIA 2.0 TDI OCEAN LIBERTY 4MOTION,1214 VERNIER,CHF 74'900.–,74900,11'500 km,11500,Diesel,1,Zug,09,47.21701431274414,8.576250076293945
1733476704-1468,MERCEDES-BENZ MARCO POLO 300 D 4M AUTOMAT,"CHEMIN DE LA MARBRERIE 1, 1227 CAROUGE",CHF 69'900.–,69900,42'900 km,42900,Diesel,1,Zürich,01,47.49148178100586,8.707266807556152
1733476709-1470,HYMER CAPRON A461,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 39'777.–,39777,69'500 km,69500,Diesel,1,Vaud,22,46.47366714477539,6.4143195152282715
1733476713-1471,CARTHAGO CHIC C-LINE,"SULZER-ALLEE 41, 8404 WINTERTHUR",CHF 53'777.–,53777,55'700 km,55700,Diesel,1,Zug,09,47.18622589111328,8.473489761352539
1733476724-1475,MERCEDES-BENZ MARCO POLO 250 D 4MATIC 7G-TRONIC,"CHEMIN DE LA MARBRERIE 1, 1227 CAROUGE",CHF 59'900.–,59900,80'100 km,80100,Diesel,1,Thurgau,20,47.49827575683594,9.420414924621582
1733476727-1476,OPEL ZAFIRA CAMPER M 2.0 CDTI BUSINESS EDITION S/S,"HEIMISWILSTRASSE 55, 3400 BURGDORF",CHF 57'500.–,57500,25'900 km,25900,Diesel,1,Genève,25,46.221370697021484,6.109162330627441
1733476730-1477,VW T6.1 CALIFORNIA 2.0 TDI BEACH LIBERTY SPIRIT 4MOTION,"WÜRENLOSERSTRASSE 2 / 4 / 6, 8112 OTELFINGEN",CHF 68'800.–,68800,19'500 km,19500,Diesel,1,Schwyz,05,47.21653366088867,8.969256401062012
1733476732-1478,RIMOR FIAT DUCATO X 60 SWISS DYNAMIC,2502 BIEL,CHF 48'000.–,48000,68'400 km,68400,Diesel,1,Zürich,01,47.619380950927734,8.774068832397461
1733476736-1479,PHOENIX,6986 CURIO,CHF 80'000.–,80000,160'000 km,160000,Diesel,1,Aargau,19,47.519466400146484,8.020191192626953
1733476739-1480,MERCEDES-BENZ MARCO POLO 300 D AUTOMAT,3507 BIGLEN,CHF 66'000.–,66000,50'000 km,50000,Diesel,1,Solothurn,11,47.19828796386719,7.447934150695801
1733476743-1481,VW T5 CALIFORNIA 2.0 BI-TDI BEACH EDITION 4MOTION,6247 SCHÖTZ,CHF 46'980.–,46980,63'000 km,63000,Diesel,1,Thurgau,20,47.64026641845703,9.195489883422852
1733476746-1482,VW T6.1 CALIFORNIA 2.0 BI-TDI OCEAN EDITION LIBERTY 4MOTION,8800 THALWIL,CHF 128'000.–,128000,24'000 km,24000,Diesel,1,Genève,25,46.21055603027344,6.135180473327637
1733476749-1483,ADRIA MATRIX M 670 DL SWISS EDITION,8841 GROSS,CHF 94'500.–,94500,29'500 km,29500,Diesel,1,Vaud,22,46.453739166259766,6.166210651397705
1733476752-1484,MERCEDES-BENZ MARCO POLO HORIZON 220 D 7G-TRONIC,9053 TEUFEN,CHF 45'000.–,45000,219'470 km,219470,Diesel,1,Zürich,01,47.383995056152344,8.758570671081543
1733476756-1485,HYMER XS 588,1580 AVENCHES,CHF 49'000.–,49000,59'800 km,59800,Diesel,1,Fribourg,10,46.804176330566406,7.1857991218566895
1733476759-1486,MERCEDES-BENZ MARCO POLO 220 D TREND  4M AUTOMAT,"HAUPTSTRASSE 46, 4112 BÄTTWIL",CHF 67'800.–,67800,22'000 km,22000,Diesel,1,Zug,09,47.18622589111328,8.473489761352539
1733476762-1487,VW T6 CALIFORNIA 2.0 BI-TDI OCEAN GREY 4MOTION MIT VIEL ZUBEHÖR,3273 KAPPELEN,CHF 66'990.–,66990,44'500 km,44500,Diesel,1,Schwyz,05,47.03028869628906,8.628253936767578
1733476770-1488,WEINSBERG PEPPER EDITION  | PEUGEOT 2.0 161PS  | FESTBETT MIT GARAGE | TV MIT SAT |  TOM TAILOR INTERIOR,"HEERENSTEGSTRASSE 1, 8427 RORBAS",CHF 47'750.–,47750,75'600 km,75600,Diesel,1,St. Gallen,17,47.315032958984375,9.082744598388672
1733476773-1489,VW T6 CALIFORNIA 2.0 TDI BEACH LIBERTY 4MOTION,"INDUSTRIESTRASSE 2, 3186 DÜDINGEN",CHF 49'900.–,49900,60'000 km,60000,Diesel,1,Genève,25,46.22016143798828,6.085522174835205
1733476780-1491,CARADO T 337 - ALL INKLUSIV - TOP-ZUSTAND,"JOOSÄCKERSTRASSE 4, 8957 SPREITENBACH",CHF 53'900.–,53900,23'200 km,23200,Diesel,1,Zürich,01,47.338478088378906,8.85728645324707
1733476788-1493,CHALLENGER 380 GRAPHITE ULTIMATE,"3 ROUTE DES ILETTES, 1870 MONTHEY",CHF 65'900.–,65900,28'500 km,28500,Diesel,1,Aargau,19,47.4139289855957,8.382182121276855
1733476796-1494,WESTFALIA MERCEDES-BENZ VITO 112CDI,"INDUSTRIESTRASSE 8, 9535 WILEN BEI WIL",CHF 16'800.–,16800,228'750 km,228750,Diesel,1,Aargau,19,47.4139289855957,8.382182121276855
1733476804-1496,WESTFALIA COLUMBUS 540D AUFSTELLDACH,"INDUSTRIESTRASSE 8, 9535 WILEN BEI WIL",CHF 74'900.–,74900,19'000 km,19000,Diesel,1,Basel-Landschaft,13,47.55506134033203,7.553959846496582
1733476807-1497,CHALLENGER S217 START EDITION,"3 ROUTE DES ILETTES, 1870 MONTHEY",CHF 55'990.–,55990,10'450 km,10450,Diesel,1,Luzern,03,47.14054489135742,8.190778732299805
1733476814-1499,VW T6 CALIFORNIA 2.0 TDI OCEAN,1212 GRAND-LANCY,CHF 42'000.–,42000,78'100 km,78100,Diesel,1,Schaffhausen,14,47.71535110473633,8.664718627929688
1733476817-1500,DODGE RAM,1514 BUSSY-SUR-MOUDON,CHF 32'000.–,32000,70'000 km,70000,Benzin,0,Aargau,19,47.32300567626953,8.011993408203125
1733476821-1501,MERCEDES-BENZ MARCO POLO HORIZON 300 D 4M AUTOMAT,3932 VISPERTERMINEN,CHF 74'900.–,74900,78'000 km,78000,Diesel,1,St. Gallen,17,47.45848846435547,9.028756141662598
1733476823-1502,VW CAMPER,8236 BÜTTENHARDT,CHF 17'950.–,17950,143'000 km,143000,Diesel,1,Solothurn,11,47.4002685546875,7.542530536651611
1733476827-1503,ADRIA TWIN SPORT 600 SX,1867 OLLON,CHF 80'900.–,80900,13'500 km,13500,Diesel,1,Solothurn,11,47.30390167236328,7.6932172775268555
1733476831-1504,VW T4 2.5TDI,5430 WETTINGEN,CHF 12'000.–,12000,177'000 km,177000,Diesel,1,Bern,02,47.01549530029297,7.054518222808838
1733476838-1506,MAN,8865 BILTEN,CHF 250'000.–,250000,35'000 km,35000,Diesel,1,Aargau,19,47.4139289855957,8.382182121276855
